중분류,소분류,상품명,제조업체,지역,업태,업체종류,판매업체,총중량,단위중량,단위가격,판매가격,날짜
곡물가공품,즉석죽,오뚜기 새송이 쇠고기죽(285g),오뚜기,제주도/서귀포시,대형마트,이마트,이마트서귀포점,285g,100g,975,2780,202004
곡물가공품,즉석죽,오뚜기 새송이 쇠고기죽(285g),오뚜기,제주도/제주시,대형마트,이마트,이마트제주점,285g,100g,975,2780,202004
곡물가공품,즉석죽,오뚜기 새송이 쇠고기죽(285g),오뚜기,제주도/제주시,대형마트,이마트,이마트신제주점,285g,100g,975,2780,202004
곡물가공품,즉석죽,오뚜기 전복죽(285g),오뚜기,제주도/제주시,대형마트,이마트,이마트신제주점,285g,100g,975,2780,202004
곡물가공품,즉석죽,오뚜기 전복죽(285g),오뚜기,제주도/서귀포시,대형마트,이마트,이마트서귀포점,285g,100g,975,2780,202004
곡물가공품,즉석죽,오뚜기 전복죽(285g),오뚜기,제주도/제주시,대형마트,이마트,이마트제주점,285g,100g,975,2780,202004
곡물가공품,초밥류,대림 주부초밥짱(320g),사조대림,제주도/제주시,대형마트,이마트,이마트제주점,320g,100g,931,2980,202004
곡물가공품,초밥류,대림 주부초밥짱(320g),사조대림,제주도/제주시,전통시장,전통시장,동문시장,320g,100g,1438,4600,202004
곡물가공품,초밥류,대림 주부초밥짱(320g),사조대림,제주도/서귀포시,대형마트,이마트,이마트서귀포점,320g,100g,931,2980,202004
곡물가공품,초밥류,대림 주부초밥짱(320g),사조대림,제주도/제주시,대형마트,이마트,이마트신제주점,320g,100g,931,2980,202004
곡물가공품,초밥류,풀무원 새콤달콤 유부(330g),풀무원,제주도/제주시,대형마트,이마트,이마트제주점,330g,100g,1055,3480,202004
곡물가공품,초밥류,풀무원 새콤달콤 유부(330g),풀무원,제주도/서귀포시,전통시장,전통시장,매일올레시장,330g,100g,1333,4400,202004
곡물가공품,초밥류,풀무원 새콤달콤 유부(330g),풀무원,제주도/서귀포시,대형마트,이마트,이마트서귀포점,330g,100g,1055,3480,202004
곡물가공품,초밥류,풀무원 새콤달콤 유부(330g),풀무원,제주도/제주시,대형마트,이마트,이마트신제주점,330g,100g,1055,3480,202004
곡물가공품,컵라면,농심 신라면 큰사발면(114g),농심,제주도/제주시,대형마트,이마트,이마트신제주점,114g,100g,833,950,202004
곡물가공품,컵라면,농심 신라면 큰사발면(114g),농심,제주도/서귀포시,대형마트,이마트,이마트서귀포점,114g,100g,833,950,202004
곡물가공품,컵라면,농심 신라면 큰사발면(114g),농심,제주도/서귀포시,전통시장,전통시장,매일올레시장,114g,100g,877,1000,202004
곡물가공품,컵라면,농심 신라면 큰사발면(114g),농심,제주도/제주시,대형마트,이마트,이마트제주점,114g,100g,833,950,202004
곡물가공품,컵라면,농심 신라면 큰사발면(114g),농심,제주도/제주시,전통시장,전통시장,동문시장,114g,100g,912,1040,202004
곡물가공품,컵라면,오뚜기 참깨라면(컵라면)(110g),오뚜기,제주도/서귀포시,전통시장,전통시장,매일올레시장,110g,100g,955,1050,202004
곡물가공품,컵라면,오뚜기 참깨라면(컵라면)(110g),오뚜기,제주도/제주시,대형마트,이마트,이마트제주점,110g,100g,664,730,202004
곡물가공품,컵라면,오뚜기 참깨라면(컵라면)(110g),오뚜기,제주도/서귀포시,대형마트,이마트,이마트서귀포점,110g,100g,664,730,202004
곡물가공품,컵라면,팔도 왕뚜껑(110g),팔도,제주도/제주시,대형마트,이마트,이마트신제주점,110g,100g,855,940,202004
곡물가공품,컵라면,팔도 왕뚜껑(110g),팔도,제주도/서귀포시,대형마트,이마트,이마트서귀포점,110g,100g,855,940,202004
곡물가공품,컵라면,팔도 왕뚜껑(110g),팔도,제주도/서귀포시,전통시장,전통시장,매일올레시장,110g,100g,909,1000,202004
곡물가공품,컵라면,팔도 왕뚜껑(110g),팔도,제주도/제주시,대형마트,이마트,이마트제주점,110g,100g,855,940,202004
곡물가공품,컵밥,CJ 햇반 컵반 고추장 제육덮밥(250g),CJ제일제당,제주도/제주시,전통시장,전통시장,동문시장,250g,100g,1040,2600,202004
곡물가공품,컵밥,CJ 햇반 컵반 고추장 제육덮밥(250g),CJ제일제당,제주도/제주시,대형마트,이마트,이마트신제주점,250g,100g,1192,2980,202004
곡물가공품,컵밥,CJ 햇반 컵반 고추장 제육덮밥(250g),CJ제일제당,제주도/제주시,대형마트,이마트,이마트제주점,250g,100g,1192,2980,202004
곡물가공품,컵밥,CJ 햇반 컵반 고추장 제육덮밥(250g),CJ제일제당,제주도/서귀포시,대형마트,이마트,이마트서귀포점,250g,100g,1192,2980,202004
곡물가공품,컵밥,CJ 햇반 컵반 미역국밥(167g),CJ제일제당,제주도/서귀포시,전통시장,전통시장,매일올레시장,167g,100g,1497,2500,202004
곡물가공품,컵밥,CJ 햇반 컵반 미역국밥(167g),CJ제일제당,제주도/서귀포시,대형마트,이마트,이마트서귀포점,167g,100g,1485,2480,202004
곡물가공품,컵밥,CJ 햇반 컵반 미역국밥(167g),CJ제일제당,제주도/제주시,대형마트,이마트,이마트제주점,167g,100g,1485,2480,202004
곡물가공품,컵밥,CJ 햇반 컵반 미역국밥(167g),CJ제일제당,제주도/제주시,전통시장,전통시장,동문시장,167g,100g,1557,2600,202004
곡물가공품,컵밥,CJ 햇반 컵반 미역국밥(167g),CJ제일제당,제주도/제주시,대형마트,이마트,이마트신제주점,167g,100g,1485,2480,202004
곡물가공품,탕,CJ 비비고 사골곰탕(500g),CJ제일제당,제주도/서귀포시,대형마트,이마트,이마트서귀포점,500g,100g,250,1250,202004
곡물가공품,탕,CJ 비비고 사골곰탕(500g),CJ제일제당,제주도/제주시,대형마트,이마트,이마트신제주점,500g,100g,250,1250,202004
곡물가공품,탕,CJ 비비고 사골곰탕(500g),CJ제일제당,제주도/제주시,전통시장,전통시장,동문시장,500g,100g,330,1650,202004
곡물가공품,탕,CJ 비비고 사골곰탕(500g),CJ제일제당,제주도/제주시,대형마트,이마트,이마트제주점,500g,100g,250,1250,202004
곡물가공품,탕,CJ 비비고 사골곰탕(500g),CJ제일제당,제주도/서귀포시,전통시장,전통시장,매일올레시장,500g,100g,370,1850,202004
곡물가공품,탕,CJ 비비고 육개장(500g),CJ제일제당,제주도/서귀포시,전통시장,전통시장,매일올레시장,500g,100g,740,3700,202004
곡물가공품,탕,CJ 비비고 육개장(500g),CJ제일제당,제주도/제주시,대형마트,이마트,이마트제주점,500g,100g,636,3180,202004
곡물가공품,탕,CJ 비비고 육개장(500g),CJ제일제당,제주도/제주시,대형마트,이마트,이마트신제주점,500g,100g,636,3180,202004
곡물가공품,탕,CJ 비비고 육개장(500g),CJ제일제당,제주도/서귀포시,대형마트,이마트,이마트서귀포점,500g,100g,636,3180,202004
곡물가공품,탕,CJ 비비고 육개장(500g),CJ제일제당,제주도/제주시,전통시장,전통시장,동문시장,500g,100g,720,3600,202004
곡물가공품,탕,오뚜기 옛날 사골곰탕 국물(350g),오뚜기,제주도/서귀포시,대형마트,이마트,이마트서귀포점,350g,100g,280,980,202004
곡물가공품,탕,오뚜기 옛날 사골곰탕 국물(350g),오뚜기,제주도/서귀포시,전통시장,전통시장,매일올레시장,350g,100g,314,1100,202004
곡물가공품,탕,오뚜기 옛날 사골곰탕 국물(350g),오뚜기,제주도/제주시,대형마트,이마트,이마트신제주점,350g,100g,280,980,202004
곡물가공품,탕,오뚜기 옛날 사골곰탕 국물(350g),오뚜기,제주도/제주시,대형마트,이마트,이마트제주점,350g,100g,280,980,202004
곡물가공품,탕,오뚜기 옛날 육개장(300g),오뚜기,제주도/서귀포시,전통시장,전통시장,매일올레시장,300g,100g,383,1150,202004
곡물가공품,탕,오뚜기 옛날 육개장(300g),오뚜기,제주도/제주시,대형마트,이마트,이마트제주점,300g,100g,327,980,202004
곡물가공품,탕,오뚜기 옛날 육개장(300g),오뚜기,제주도/서귀포시,대형마트,이마트,이마트서귀포점,300g,100g,327,980,202004
과자·빙과류,감자칩,오리온 포카칩 오리지날(66g),오리온,제주도/서귀포시,전통시장,전통시장,매일올레시장,66g,10g,189,1250,202004
과자·빙과류,감자칩,오리온 포카칩 오리지날(66g),오리온,제주도/서귀포시,대형마트,이마트,이마트서귀포점,66g,10g,179,1180,202004
과자·빙과류,감자칩,오리온 포카칩 오리지날(66g),오리온,제주도/제주시,대형마트,이마트,이마트제주점,66g,10g,179,1180,202004
과자·빙과류,감자칩,오리온 포카칩 오리지날(66g),오리온,제주도/제주시,전통시장,전통시장,동문시장,66g,10g,205,1350,202004
과자·빙과류,감자칩,오리온 포카칩 오리지날(66g),오리온,제주도/제주시,대형마트,이마트,이마트신제주점,66g,10g,179,1180,202004
과자·빙과류,감자칩,칩포테이토 오리지날,농심,제주도/제주시,전통시장,전통시장,동문시장,60g,10g,208,1250,202004
과자·빙과류,껌,롯데 자일리톨 오리지날(87g),롯데제과,제주도/서귀포시,전통시장,전통시장,매일올레시장,87g,10g,460,4000,202004
과자·빙과류,껌,롯데 자일리톨 오리지날(87g),롯데제과,제주도/제주시,전통시장,전통시장,동문시장,87g,10g,517,4500,202004
과자·빙과류,껌,해태아이스쿨,해태제과,제주도/서귀포시,전통시장,전통시장,매일올레시장,69g,10g,594,4100,202004
과자·빙과류,모나카류아이스크림,"롯데푸드 찰떡국화빵(150ml,단품)",롯데푸드,제주도/제주시,전통시장,전통시장,동문시장,150ml,10ml,87,1300,202004
과자·빙과류,모나카류아이스크림,"빙그레 참붕어 싸만코(150ml,단품)",빙그레,제주도/서귀포시,전통시장,전통시장,매일올레시장,150ml,10ml,50,750,202004
과자·빙과류,모나카류아이스크림,"빙그레 참붕어 싸만코(150ml,단품)",빙그레,제주도/제주시,전통시장,전통시장,동문시장,150ml,10ml,70,1050,202004
과자·빙과류,빙과류,"롯데푸드 돼지바(70ml,단품)",롯데푸드,제주도/서귀포시,전통시장,전통시장,매일올레시장,70ml,10ml,71,500,202004
과자·빙과류,빙과류,"롯데푸드 돼지바(70ml,단품)",롯데푸드,제주도/제주시,전통시장,전통시장,동문시장,70ml,10ml,114,800,202004
과자·빙과류,빙과류,메로나(단품),빙그레,제주도/서귀포시,전통시장,전통시장,매일올레시장,80ml,10ml,63,500,202004
과자·빙과류,빙과류,메로나(단품),빙그레,제주도/제주시,전통시장,전통시장,동문시장,80ml,10ml,100,800,202004
